输入文本,生成问题,参考问题,改写问题,F1
"[['阿木（动画《虹猫蓝兔阿木星》中的角色）', '师傅', '雪岛上人']]",阿 木 的 师 傅 是 谁 ？,请问阿木的师傅是谁？,动画《虹猫蓝兔阿木星》中阿木的师傅是谁？,0.6034094095230103
"[['陈若平', '执业地点', '上海市儿童医院'], ['上海市儿童医院', '医院类型', '儿童医院']]",陈 若 平 的 执 业 地 点 是 什 么 类 型 的 ？,陈若平的执业地点是什么类型的医院？,陈若平在哪个类型的医院执业？,0.6562274694442749
"[['我就要忘记你了', '译者', '刘波']]",《 我 就 要 忘 记 你 了 》 是 谁 翻 译 的 ？,请问是谁翻译了我就要忘记你了？,请问《我 就 要 忘记 你 了 》这本书的译者是谁？,0.6570977568626404
"[['忻州', '政府驻地', '忻府区长征东街18号']]",忻 州 的 政 府 在 哪 里 ？,忻州的政府驻地是哪你知道吗？,请问忻州的政府驻地位于哪里？,0.6146793961524963
"[['康涅狄格州', '最大城市', '布里奇波特（Bridgeport）']]",康 涅 狄 格 州 的 最 大 城 市 是 什 么 ？,哪里是康涅狄格州的最大城市？,请问康涅狄格州最大的城市是哪个？,0.7010619044303894
"[['沙皮犬', '亚种', '家犬']]",你 知 道 沙 皮 犬 是 什 么 亚 种 吗 ？,沙皮犬属于哪种亚种的狗？,请问沙皮犬属于家犬的哪个亚种？,0.6654019355773926
"[['双燃料汽车', '实例', '柴油-压缩天然气双燃料汽车']]",双 燃 料 汽 车 有 什 么 实 例 ？,双燃料汽车有什么啊？,请问有哪些双燃料汽车的实例？,0.6669154763221741
"[['铁瓮', '出处', '陈宫'], ['陈宫', '去世时间', '199年2月7日']]",谁 知 道 铁 瓮 的 出 处 是 在 哪 年 死 的 ？,谁知道铁瓮的出处是在哪年死的？,请问铁瓮的出处是在哪一年去世的？,0.587699294090271
"[['贴错门神（香港电视剧）', '编导', '王天林']]",贴 错 门 神 的 编 导 叫 什 么 ？,贴错门神谁是编导啊？,请问《贴错门神》这部香港电视剧的编导是谁？,0.6317534446716309
"[['黑柄多孔菌', '功效', '可药用']]",你 知 道 黑 柄 多 孔 菌 有 什 么 功 效 吗 ？,黑柄多孔菌的功效是什么啊？,请问黑柄多孔菌有哪些功效？,0.6793469190597534
"[['市场经济体制', '手段', '市场机制作为配置社会资源']]",市 场 经 济 体 制 利 用 了 什 么 手 段 ？,市场经济体制采取什么手段？,市场经济的运作主要依赖于什么机制来配置社会资源？,0.7003772854804993
"[['燕山大学材料科学与工程学院', '专职院士', '中国科学院院士1人']]",燕 山 大 学 材 料 科 学 与 工 程 学 院 有 多 少 专 职 院 士 ？,燕山大学材料科学与工程学院的专职院士是多少啊？,燕山大学材料科学与工程学院有多少位专职院士？,0.7666753530502319
"[['H-IIA运载火箭', '国家', '日本']]",H - IIA 运 载 火 箭 是 哪 个 国 家 的 ？,麻烦你查一下H-IIA运载火箭是哪个国家的？,请问H-IIA运载火箭是哪个国家的？,0.6638433933258057
"[['卞卡（中国田径运动员）', '运动项目', '田径']]",卞 卡 是 什 么 运 动 项 目 啊 ？,卞卡练习的是哪类运动项目啊？,请问卞卡从事的是哪项运动？,0.6002922654151917
"[['阳泉北站', '建筑面积', '17000 m²']]",你 知 道 阳 泉 北 站 的 建 筑 面 积 是 多 少 吗 ？,谁知道阳泉北站有多大？,请问阳泉北站的建筑面积是多少？,0.5867367386817932
"[['淄博市第一医院', '医院等级', '三级甲等']]",淄 博 市 第 一 医 院 属 于 什 么 等 级 的 医 院 ？,淄博市第一医院属于什么等级？,淄博市第一医院属于什么等级的医院？,0.704912543296814
"[['沈雁（中国台湾第一代玉女偶像歌手）', '出道', '1979年（中华电视公司第四期训练班）']]",沈 雁 是 通 过 什 么 节 目 出 道 的 ？,沈雁什么时候出道的啊？,沈雁是通过哪个节目出道的？,0.5566603541374207
"[['惠州洲际度假酒店', '房间数量', '200间']]",惠 州 洲 际 度 假 酒 店 有 多 少 房 间 ？,你知道惠州洲际度假酒店有多少房间吗？,惠州洲际度假酒店总共有多少间房间？,0.7251120209693909
"[['氮芥', '熔点', '108 ℃']]",氮 芥 的 熔 点 是 多 少 ？,请问氮芥的熔点是多少度？,请问氮芥的熔点是多少度？,0.6409040093421936
"[['隶定', '时期', '西汉']]",隶 定 属 于 哪 个 时 期 ？,隶定用于哪个时期？,隶定属于哪个时期？,0.5470011234283447
"[['基准电压源', '相关领域', '电学']]",与 基 准 电 压 源 相 关 的 领 域 有 哪 些 ？,请问基准电压源的相关领域是什么？,基准电压源在电学领域有哪些相关内容？,0.7015075087547302
"[['干将莫邪（2019年汪东城、米露主演古装武侠电影）', '拍摄地点', '横店影视城']]",干 将 莫 邪 在 什 么 地 方 拍 摄 的 ？,你知道干将莫邪是在哪里拍的吗？,请问干将莫邪（2019年汪东城、米露主演的古装武侠电影）是在哪里拍摄的呢？,0.5911036133766174
"[['古神道', '作品别名', '太古神道']]",古 神 道 作 品 的 别 名 是 什 么 ？,古神道的作品名字是什么啊？,请问古神道这部作品的别名是什么？,0.6600415110588074
"[['拉查布里府', '角逐赛事', '泰国足球超级联赛']]",拉 查 布 里 府 的 角 逐 赛 事 有 哪 些 ？,拉查布里府角逐了什么赛事？,拉查布里府在哪些赛事中竞争？,0.6603435277938843
"[['塑性工程学报', '国内刊号', '11-3449/TG']]",塑 性 工 程 学 报 的 国 内 刊 号 是 多 少 ？,塑性工程学报的国内刊号是多少？,请问《塑性工程学报》的国内刊号是多少？,0.7016128301620483
"[['孙骐', '获得荣誉', '2020年11月拟评为江苏省抗击新冠肺炎疫情先进个人']]",孙 骐 获 得 过 什 么 荣 誉 称 号 ？,我想知道孙骐获得了什么荣誉？,请问孙骐获得了什么荣誉？,0.571086585521698
"[['山外青山楼外楼（电视剧《夜天子》主题曲）', '歌曲时长', '0时4分13秒']]",山 外 青 山 楼 外 楼 这 首 歌 有 多 长 时 间 ？,告诉我山外青山楼外楼这首歌曲有多长时间？,请问电视剧《夜天子》的主题曲《山外青山楼外楼》的时长是多少？,0.6469677686691284
"[['QQ远程协助', '开发', '腾讯QQ']]",你 知 道 QQ 远 程 协 助 是 谁 开 发 的 吗 ？,你知道QQ远程协助是用什么开发的吗？,请问 QQ 远程协助 是 谁 开发的？,0.6395542621612549
"[['戴恩·德哈恩', '代表作品', '超凡蜘蛛侠2'], ['超凡蜘蛛侠2', 'imdb编码', 'tt1872181']]",戴 恩 · 德 哈 恩 的 代 表 作 品 的 imdb 编 码 是 什 么 ？,你知道戴恩·德哈恩的代表作品的imdb编码是什么吗？,戴恩·德哈恩的代表作《超凡蜘蛛侠2》的IMDb编码是多少？,0.6502935290336609
"[['人间冰器', '授权状态', 'A级签约']]",人 间 冰 器 的 授 权 状 态 如 何 ？,人间冰器现在的状态是怎么样？,请问人间冰器的授权状态是什么？,0.6271209120750427
"[['瓦丝琪尔', '政权', '无']]",瓦 丝 琪 尔 的 政 权 是 什 么 ？,瓦丝琪尔接管政权是在什么朝代？,瓦丝琪尔的政权是什么？,0.6451702117919922
"[['爱尔兰文艺复兴', '代表人物', '威廉·勃特勒·叶芝等']]",爱 尔 兰 文 艺 复 兴 的 代 表 人 物 是 谁 ？,爱尔兰文艺复兴的代表人物是谁啊？,爱尔兰文艺复兴的代表人物有哪些？,0.7062849402427673
"[['英雄传奇（1989年Dos系统下的单机游戏）', '操作系统', 'DOS']]",英 雄 传 奇 的 操 作 系 统 是 什 么 ？,请问英雄传奇是什么操作系统的？,请问英雄传奇（1989年Dos系统下的单机游戏）的操作系统是什么？,0.6552475094795227
"[['黄滔（四川省一级裁判员）', '属地', '成都']]",黄 滔 属 于 哪 里 ？,黄滔他的属地在哪？,请问黄滔属于哪个城市？,0.5853661894798279
"[['釜山会盟', '事件', '具有深远意义的重大历史事件']]",釜 山 会 盟 发 生 了 什 么 事 情 ？,釜山会盟发生了什么事件啊？,请问釜山会盟发生了什么重大历史事件？,0.6349572539329529
"[['关于严禁公款购买印制寄送贺年卡等物品的通知', '部门', '中共中央纪委']]",关 于 严 禁 公 款 购 买 印 制 寄 送 贺 年 卡 等 物 品 的 通 知 由 哪 个 部 门 颁 布 ？,关于严禁公款购买印制寄送贺年卡等物品的通知有哪些部门？,关 于 严 禁 公 款 购 买 印 制 寄 送 贺 年 卡 等 物 品 的 通 知 由 哪 个 部 门 颁 布 ？,0.8000934720039368
"[['木作', '年代', '光绪'], ['光绪', '人物', '爱新觉罗·载湉'], ['爱新觉罗·载湉', '逝世地', '中南海瀛台']]",请 问 木 作 的 年 代 的 人 物 是 在 哪 里 去 世 的 ？,请问木作的年代的人物是在哪里去世的？,请问木作这个时期的代表人物爱新觉罗·载湉是在哪里去世的？,0.54582679271698
"[['半合成青霉素', '分类', '耐酸青霉素耐酶青霉素广谱青霉素']]",半 合 成 青 霉 素 的 分 类 是 什 么 ？,半合成青霉素属于什么？,半合成青霉素的分类包括哪些？,0.7036830186843872
"[['侍卫亲军马军都指挥使', '朝代', '五代']]",请 问 侍 卫 亲 军 马 军 都 指 挥 使 是 哪 个 朝 代 的 ？,请问侍卫亲军马军都指挥使是哪个朝代的？,请问侍卫亲军马军都指挥使是哪个朝代的？,0.7187877297401428
"[['美国地理', '主要湖泊', '苏必利尔湖'], ['苏必利尔湖', '流入', '尼皮贡河（Nipigon）,圣路易河(St. Louis),鸽子河(Pigeon),皮克河(Pic),白河 (安大略省)']]",美 国 地 理 的 主 要 湖 泊 流 入 哪 些 河 流 ？,美国地理的主要湖泊流入哪些河流？,美国地理中的主要湖泊苏必利尔湖流入哪些河流？,0.6138799786567688
"[['东营—深圳公路', '沿途城市', '山东、河南、湖北、江西、深圳']]",东 营 — 深 圳 公 路 途 径 哪 些 城 市,你知道东营—深圳公路的沿途有哪些城市吗,请问东营—深圳公路沿途经过哪些城市？,0.6714288592338562
"[['麻里爱', '生日', '5月5日']]",麻 里 爱 是 哪 天 的 生 日 ？,我很好奇麻里爱的生日是什么时候？,请问麻里爱的生日是哪一天？,0.6149219870567322
"[['中国公路（交通运输经济类期刊）', '邮发代号', '2-779']]",中 国 公 路 的 邮 发 代 号 是 什 么 ？,麻烦你帮我查下中国公路的邮发代号是多少？,请问中国公路的邮发代号是多少？,0.6080203652381897
"[['小摩多', '星座', '天秤座']]",小 摩 多 是 什 么 星 座 的 ？,请问小摩多是什么星座？,小摩多属于哪个星座？,0.6353234052658081
"[['平衡电抗器', '一级学科', '工程技术']]",平 衡 电 抗 器 的 一 级 学 科 是 什 么 ？,请问平衡电抗器的一级学科是什么？,请问平衡电抗器属于哪个一级学科？,0.6997483372688293
"[['黄家山村（云南腾冲市界头乡下辖村）', '年降水量', '1650毫米']]",黄 家 山 村 的 年 降 水 量 多 少,黄家山村的年降水量是多少？,请问黄家山村的年降水量是多少毫米？,0.6661157608032227
"[['东方豪景花园酒店', '周围景观', '滕王阁'], ['滕王阁', '馆藏精品', '《时来风送滕王阁》,《唐伎乐图》,时来风送滕王阁']]",你 知 道 东 方 豪 景 花 园 酒 店 的 周 围 景 观 里 珍 藏 了 什 么 ？,你知道东方豪景花园酒店的周围景观里珍藏了什么？,请问东方豪景花园酒店周围有哪些著名的馆藏精品？,0.6389666795730591
"[['北七格庄村', '荣誉', '莱西市文明村庄称号']]",北 七 格 庄 村 有 什 么 荣 誉 ？,北七格庄村有哪些荣誉？,请问北七格庄村获得了哪些荣誉？,0.6881292462348938
"[['北方三岛', '位置', '中国台湾']]",北 方 三 岛 在 什 么 地 方 ？,北方三岛踢是什么位置？,请问北方三岛位于哪里？,0.6132997870445251
"[['十二章纹', '形成时间', '汉代']]",十 二 章 纹 是 什 么 时 候 形 成 的 ？,请问十二章纹的形成日期？,请问十二章纹是在哪个时代形成的？,0.693126916885376
"[['日本节日', '设定地点', '日本领土']]",日 本 节 日 在 哪 设 定 的 ？,日本节日是在哪里设定的？,请问日本节日是在哪里设定的？,0.6474723219871521
"[['广州市南武中学', '主管部门', '广州市海珠区教育局']]",请 问 广 州 市 南 武 中 学 的 主 管 部 门 是 哪 个 ？,你知道广州市南武中学的主管部门是什么吗？,广州市南武中学的主管部门是哪一个？,0.7121778130531311
"[['金银岛小飞侠', '出版社', '北京'], ['北京', '地区生产总值', '22968.6亿元（2015年）']]",金 银 岛 小 飞 侠 的 出 版 社 的 gdp 有 多 少 ？,金银岛小飞侠的出版社的生产总值是多少？,请问金银岛小飞侠的出版社所在地的地区生产总值是多少？,0.6431872844696045
"[['和谐1B型电力机车', '最高速度', '120km/h']]",和 谐 1B 型 电 力 机 车 最 高 能 达 到 多 少 速 度 ？,你知道和谐1B型电力机车的最高速度是多少吗?,和谐1B型电力机车的最高速度是多少？,0.7347757816314697
"[['东汉开国（百家讲坛系列节目）', '播出时间', '中午12：45']]",东 汉 开 国 什 么 时 间 播 出 ？,你记得东汉开国都什么时间播出吗？,请问《东汉开国》这个百家讲坛系列节目是几点钟开始播出的呢？,0.6240091323852539
"[['首尔地铁8号线', '最高时速', '80 km/h']]",首 尔 地 铁 8 号 线 的 最 高 时 速 是 多 少 ？,首尔地铁8号线的最大时速是多少？,首尔地铁8号线的最高时速是多少？,0.7302086353302002
"[['监利', '别名', '玉沙']]",监 利 的 别 名 是 什 么 ？,监利又被成为什么？,监利的别名是什么？,0.5231401324272156
"[['灵雾（游戏《洛克王国》中的宠物）', '爱好', '爱用旋风隐藏自己']]",灵 雾 喜 欢 做 什 么 ？,什么是灵雾的爱好？,灵雾在游戏《洛克王国》中喜欢做什么？,0.5951210260391235
"[['郭延濬', '字号', '利川'], ['利川', '市树', '水杉']]",郭 延 濬 的 字 号 的 市 树 是 什 么 ？,郭延濬的字号的市树是什么？,郭延濬的字号是利川，那么你知道利川市的市树是什么吗？,0.6180380582809448
"[['师妃喧', '恋人', '徐子陵']]",请 问 师 妃 喧 的 恋 人 是 谁 ？,师妃喧的恋人是谁？,师妃喧的恋人是谁？,0.6396812796592712
"[['西方马脑炎', '常见发病部位', '肺']]",西 方 马 脑 炎 的 常 见 发 病 部 位 是 哪 里 ？,请问西方马脑炎的常见发作部位是什么？,西方马脑炎通常会侵袭身体的哪个部位？,0.7213809490203857
"[['朱宜修', '宿敌', '沈眉庄'], ['沈眉庄', '结局', '难产而死']]",你 记 得 朱 宜 修 的 宿 敌 的 结 局 吗 ？,请问朱宜修的宿敌的结局是什么样的？,请问朱宜修的宿敌沈眉庄的结局是什么？,0.6104499101638794
"[['还珠格格（1998年孙树培导演的电视剧）', '出品公司', '台湾怡人传播有限公司，湖南广播电视台经视频道']]",还 珠 格 格 是 哪 个 公 司 出 品 的 ？,你知道还珠格格是哪家公司出品的吗？,请问《还珠格格》这部电视剧是由哪家公司出品的？,0.5925180315971375
"[['东智东村', '村内资源', '氟镁石、磁赤铁矿、绿石、香椿']]",请 问 东 智 东 村 有 哪 些 资 源 ？,东智东村的村内都有什么自然资源啊？,东智东村有哪些资源？,0.6450201869010925
"[['桓景', '师傅', '费长房']]",请 问 桓 景 的 师 傅 是 谁 ？,谁是桓景的师傅？,请问桓景的师傅是谁？,0.6381261348724365
"[['经济理论', '工作内容', '经济学百科']]",经 济 理 论 的 工 作 内 容 是 什 么 ？,经济理论有哪些工作内容？,请问经济学百科的工作内容具体涉及哪些方面？,0.6855209469795227
"[['西周杜伯盨', '文物原属', '西周时期盛黍、稷、稻、粱等用器']]",西 周 杜 伯 盨 的 文 物 原 属 是 什 么 ？,西周杜伯盨文物属于谁的？,请问西周杜伯盨的文物原属是什么？,0.661562442779541
"[['李青云（湖南省金属材料加工专家）', '出生日期', '1931年']]",李 青 云 是 什 么 时 候 出 生 的 ？,有人知道李青云是哪年出生的吗？,请问李青云（湖南省金属材料加工专家）是哪一年出生的？,0.5759091377258301
"[['李安琪（光山县人防办工程股工作人员）', '获得荣誉', '光山县人民防空办公室“2019年度人防‘十佳’标兵”']]",你 知 道 李 安 琪 获 得 过 什 么 荣 誉 吗 ？,李安琪获得过什么荣誉？,请问李安琪获得了哪一项荣誉？,0.5740008354187012
"[['扑尔敏控释胶囊', '是否纳入医保', '未纳入']]",扑 尔 敏 控 释 胶 囊 是 否 已 经 纳 入 医 保 的 范 围 ？,请问扑尔敏控释胶囊是否纳入了医保？,请问扑尔敏控释胶囊是否已经纳入了医保范围？,0.7908024191856384
"[['贵族度假村', '酒店星级', '3星级']]",贵 族 度 假 村 的 酒 店 星 级 是 多 少 ？,贵族度假村是多少星级的酒店？,贵族度假村的酒店星级是多少？,0.7120522260665894
"[['托里什韦德拉什防线', '人物', '帷幕'], ['帷幕', '释义', '多指用作遮挡的幕布']]",请 问 托 里 什 韦 德 拉 什 防 线 的 人 物 是 什 么 意 思 ？,你知道托里什韦德拉什防线的人物是什么意思吗？,托里什韦德拉什防线的‘人物’是指什么？,0.645152747631073
"[['闽南地区', '所属省份', '福建省']]",闽 南 地 区 属 于 哪 个 省 份 ？,请问闽南地区属于哪个省份？,闽南地区属于哪个省份？,0.6645295023918152
"[['微尘（2019年拍摄电视剧）', '拍摄日期', '2019年4月']]",微 尘 是 什 么 时 候 拍 摄 的 ？,微尘什么时候拍的？,请问微尘这部电视剧是哪一年哪个月拍摄的呢？,0.5706502199172974
"[['GNSPRO', '中文名称', '冠思铂'], ['冠思铂', '源于', '香港']]",请 问 GNSPRO 的 中 文 名 称 起 源 于 哪 里 ？,GNSPRO的中文名称源于哪里？,请问GNSPRO的中文名称起源于哪里？,0.6155251860618591
"[['广州世界大观', '所属省份', '广东省广州市']]",广 州 世 界 大 观 属 于 哪 个 省 份 ？,广州世界大观是在哪个省份里面啊？,广州世界大观属于哪个省份？,0.668457567691803
"[['苏怡贤', '血型', 'A型']]",苏 怡 贤 的 血 型 是 什 么 ？,有人知道苏怡贤是什么血型吗？,苏怡贤的血型是什么？,0.615863561630249
"[['拉力', '注意事项', '在弹性限度以内']]",拉 力 需 要 注 意 什 么 ？,拉力有哪些注意事项？,拉力在操作时需要注意哪些事项？,0.6464590430259705
"[['陶建萍', '文化', '本科']]",陶 建 萍 是 什 么 文 化 程 度 ？,陶建萍的文化称为什么？,请问陶建萍的文化程度是什么？,0.6082985401153564
"[['第48届美国电影电视金球奖', '奖项', '24个奖项']]",第 48 届 美 国 电 影 电 视 金 球 奖 设 置 了 哪 些 奖 项 ？,第48届美国电影电视金球奖有哪些奖项？,请问第48届美国电影电视金球奖设置了哪些奖项？,0.7817537784576416
"[['魔兽之副本人生', '上映时间', '2016年6月12日']]",《 魔 兽 之 副 本 人 生 》 是 什 么 时 候 上 映 的 ？,魔兽之副本人生在美国是什么时候上映的,《魔兽之副本人生》这部电影是在哪一天上映的呢？,0.6552108526229858
"[['艾茵哈特', '人物出处', '魔法少女奈叶'], ['魔法少女奈叶', '地区', '日本']]",艾 茵 哈 特 的 人 物 出 处 在 哪 个 地 区 ？,艾茵哈特的人物出处都在什么地区播出,请问艾茵哈特这个人物出自哪个地区？,0.627619206905365
"[['重庆博圣酒店', '地理位置', '大渡口区'], ['大渡口区', '火车站', '重庆西站'], ['重庆西站', '车站等级', '特等站']]",重 庆 博 圣 酒 店 的 地 理 位 置 的 火 车 站 这 个 车 站 属 于 什 么 等 级 ？,重庆博圣酒店的地理位置的火车站这个车站属于什么等级？,重庆博圣酒店位于哪个火车站，这个火车站的等级是什么？,0.6577495336532593
"[['单警执法视音频记录仪', '适用', '各个警种、执法部门使用']]",你 知 道 单 警 执 法 视 音 频 记 录 仪 适 用 于 什 么 地 方 吗 ？,单警执法视音频记录仪适用于什么？,请问单警执法视音频记录仪适用于哪些警种和执法部门？,0.7465342283248901
"[['初恋', '专辑歌手', '郭家铭'], ['郭家铭', '喜欢的电影', '泰坦尼克号']]",你 知 道 初 恋 的 专 辑 歌 手 喜 欢 什 么 吗 ？,谁知道初恋的专辑歌手喜欢什么电影？,请问《初恋》的专辑歌手郭家铭喜欢哪部电影？,0.6018273830413818
"[['香橼（中药）', '用量', '3～10g']]",你 知 道 香 橼 的 用 量 是 多 少 吗 ？,香橼的用量是多少？,请问香橼作为中药的用量范围是多少？,0.6174803972244263
"[['技术等级工资制', '依据', '技术复杂程度以及劳动熟练程度']]",技 术 等 级 工 资 制 是 依 据 什 么 制 定 的 ？,技术等级工资制是依据哪个名著改编的？,请问技术等级工资制是根据什么来制定的？,0.6652591228485107
"[['黄昏里', '唱片公司', '新艺宝']]",黄 昏 里 属 于 哪 个 唱 片 公 司 ？,黄昏里是哪个唱片公司出品的？,请问黄昏里这个乐队属于哪个唱片公司？,0.667066216468811
"[['莉拉（动漫《金童卡修》中的人物）', '搭档', '阿尔贝尔']]",莉 拉 的 搭 档 叫 什 么 ？,你知道莉拉的搭档是谁吗？,请问莉拉在动漫《金童卡修》中的搭档是谁？,0.5992283225059509
"[['陈瑜（长沙时光整形副院长）', '擅长领域', '鼻部美设计面抗衰老皮肤年轻化']]",你 知 道 陈 瑜 擅 长 什 么 吗 ？,谁知道陈瑜都擅长哪些领域？,陈瑜（长沙时光整形副院长）擅长哪些领域？,0.559172511100769
"[['南美解放者杯', '参赛队数', '38队']]",南 美 解 放 者 杯 有 多 少 队 参 赛 ？,南美解放者杯派出了多少支队伍参赛？,请问南美解放者杯有多少支队伍参赛？,0.7098937034606934
"[['FTTB', '速度', '下行速率是10Mbps']]",FTTB 的 速 度 怎 么 样 ？,FTTB的速度怎么样？,FTTB 的 下行速率 是多少？,0.6285884976387024
"[['诸天庆云', '等级', '天道异宝']]",诸 天 庆 云 属 于 什 么 等 级 ？,诸天庆云的等级为什么期？,请问诸天庆云属于哪个等级？,0.6565904021263123
"[['钅卢', '中文名', '鑪'], ['鑪', '规范汉字编号', '341124312153152512125221']]",钅 卢 的 中 文 名 的 汉 字 编 号 是 什 么 ？,钅卢的中文名的规范汉字编号是多少？,请问钅卢的中文名的规范汉字编号是多少？,0.6465458869934082
"[['天津利顺德大饭店', '火车站距离', '15km']]",天 津 利 顺 德 大 饭 店 离 火 车 站 有 多 远 ？,有谁知道天津利顺德大饭店到火车站的距离吗?,请问天津利顺德大饭店距离火车站有多远？,0.7275817394256592
"[['全员营销', '中心', '市场']]",全 员 营 销 的 中 心 是 什 么 ？,谁能告诉我全员营销是什么类型的呢？,请问全员营销的中心在哪里？,0.5896286964416504
"[['TCP（传输控制协议）', '服务', '由套接字端点获得']]",TCP 有 哪 些 服 务 ？,TCP服务需要遵守什么？,TCP 协议是由哪些服务构成的？,0.5760812163352966
"[['青岛经济职业学校', '所属省份', '山东省']]",青 岛 经 济 职 业 学 校 属 于 哪 个 省 份 ？,你知道青岛经济职业学校是哪个省的吗？,青岛经济职业学校属于哪个省份？,0.6881623268127441
"[['缅甸桥', '好处', '追求胜利的自信心']]",缅 甸 桥 有 什 么 好 处 ？,缅甸桥有什么好处？,缅甸桥的好处是什么？,0.6276392936706543
"[['Microsoft SQL Server', '分类', '关系型数据库管理系统标准语言']]",Microsoft SQL Server 的 分 类 是 什 么 ？,Microsoft SQL Server属于什么分类？,请问 Microsoft SQL Server 属于哪一类数据库管理系统？,0.5797542929649353
"[['河南省郑州市金水区人民法院', '院长姓名', '杨发群']]",河 南 省 郑 州 市 金 水 区 人 民 法 院 的 院 长 叫 什 么 ？,你能告诉我河南省郑州市金水区人民法院的院长是谁吗？,请问河南省郑州市金水区人民法院的院长是谁？,0.7409395575523376
"[['上海合作组织宪章', '目标', '进一步深化全面合作；共创辉煌']]",你 知 道 上 海 合 作 组 织 宪 章 的 目 的 是 什 么 吗 ？,上海合作组织宪章的目标是谁啊？,请问上海合作组织宪章的主要目标是什么？,0.6987882256507874
"[['笑笑江湖OL', '地区', '地球'], ['地球', '自转周期', '23h56min4s']]",请 问 笑 笑 江 湖 OL 的 地 区 的 自 转 周 期 是 多 少 ？,请问笑笑江湖OL的地区自转一圈需要多久？,笑笑江湖OL所在的地球自转周期是多少？,0.6006588935852051
"[['赤壁之战（2.5D三国题材角色扮演网游）', '发行日期', '2014年5月9日']]",《 赤 壁 之 战 》 是 什 么 时 候 发 行 的 ？,赤壁之战是什么时候发行的？,请问《赤壁之战》是在哪一天发行的？,0.5998674035072327
"[['美国国家男子篮球队', '世界排名', '1（2021年8月9日）']]",你 知 道 美 国 国 家 男 子 篮 球 队 的 世 界 排 名 吗 ？,请问美国国家男子篮球队在世界排名多少？,请问美国国家男子篮球队在2021年8月9日的世界排名是多少？,0.6990783214569092
"[['冠思铂', '外文名', 'GNSPRO'], ['GNSPRO', '中文名称', '冠思铂'], ['冠思铂', '源于', '香港']]",冠 思 铂 的 外 文 名 的 中 文 名 称 起 源 于 哪 里 ？,冠思铂的外文名的中文名称源于哪里？,冠思铂的外文名是什么？它的中文名称是什么？冠思铂的起源地在哪里？,0.6584287881851196
"[['酒石酸麦角胺', '性状', '无色结晶，或类白色结晶性粉末']]",酒 石 酸 麦 角 胺 有 哪 些 性 状 ？,酒石酸麦角胺是什么形状的？,酒石酸麦角胺的物理形态是怎样的？,0.6566365957260132
"[['网游动漫学院', '主要院系', '动漫学院']]",网 游 动 漫 学 院 有 哪 些 院 系 ？,网游动漫学院有哪些院系？,网游动漫学院主要有哪些院系？,0.7273668050765991
"[['歌舞青春演唱会', '介质', 'DVD']]",《 歌 舞 青 春 演 唱 会 》 属 于 什 么 介 质 ？,歌舞青春演唱会的介质是什么？,《歌舞青春演唱会》是以什么介质发行的呢？,0.7137773633003235
"[['刘敬妃', '子女', '无']]",刘 敬 妃 的 子 女 有 哪 些 ？,谁是刘敬妃的子女？,刘敬妃有哪些子女？,0.6667267680168152
"[['Adam Thomas Wright', '合作演员', '斯蒂文·麦金托什、汤姆·佩恩']]",你 知 道 Adam Thomas Wright 有 哪 些 合 作 演 员 吗,Adam Thomas Wright的合作演员都有谁,Adam Thomas Wright 与哪些演员合作过？,0.6373469233512878
"[['计算机学报', '编辑单位', '科学出版社']]",计 算 机 学 报 的 编 辑 单 位 是 什 么 ？,计算机学报是哪个单位编辑的？,请问《计算机学报》的编辑单位是哪家出版社？,0.6699666380882263
"[['冷冻水机房空调', '应用范围', '医药生物'], ['医药生物', '发展方向', '基因工程的加工技术来生产蛋白质']]",你 知 道 冷 冻 水 机 房 空 调 的 应 用 范 围 的 发 展 方 向 是 什 么 ？,谁能告诉我冷冻水机房空调的应用范围可以往哪些方向发展？,请问冷冻水机房空调的应用范围的发展方向是什么？,0.6351537704467773
"[['水土新城大桥', '管理机构', '重庆市道路运输管理局']]",水 土 新 城 大 桥 的 管 理 机 构 是 什 么 ？,你知道什么机构管理水土新城大桥吗？,请问水土新城大桥的管理机构是哪个部门？,0.6412838101387024
"[['手太阳', '隶属经络', '经外奇穴']]",手 太 阳 隶 属 于 什 么 经 络 ？,你知道手太阳的经络是什么吗？,手太阳穴属于哪条经络？,0.6359268426895142
"[['东海县供销合作总社', '主任', '许兴江']]",东 海 县 供 销 合 作 总 社 的 主 任 叫 什 么 ？,东海县供销合作总社的主人是哪位？,请问东海县供销合作总社的主任是谁？,0.7211611866950989
"[['万科四季花城（上海万科四季花城）', '交房时间', '2008年12月31日']]",万 科 四 季 花 城 什 么 时 候 交 房 ？,万科四季花城什么时候交房,请问万科四季花城（上海万科四季花城）什么时候交房？,0.688883364200592
"[['高槻佳乃', '声优', '濑户麻沙美']]",请 问 高 槻 佳 乃 的 声 优 是 谁 ？,你知道高槻佳乃的声优是谁啊？,请问高槻佳乃的声优是谁？,0.6475198864936829
"[['袁艺', '登场作品', '小时代'], ['小时代', 'imdb编码', 'tt3043630']]",袁 艺 的 登 场 作 品 的 imdb 编 码 是 什 么 ？,袁艺的登场作品的imdb编码是什么？,袁艺的哪部作品的IMDb编码是多少？,0.6404246687889099
