输入文本,生成问题,参考问题,改写问题,F1
"[['趣督', '词目', '趣督']]",趣督的词目是什么?,趣督属于哪个词目？,趣督的词目是什么?,0.5719807744026184
"[['规范变换', '类型', '量子力学'], ['量子力学', '起源', '1900年']]",谁知道规范变换的类型起源于哪年?,规范变换的类型起源于哪年？,谁知道规范变换的类型起源于哪年?,0.6385946273803711
"[['山口县', '下辖地区', '山口市、下关市等']]",你知道山口县的下辖地区是什么吗?,谁知道山口县的下辖地区是什么啊？,你知道山口县的下辖地区是什么吗?,0.6611613035202026
"[['平定雪夜', '相关人物', '刘仪、慕容阶、刘垓']]",平定雪夜的相关人物是谁?,平定雪夜的人物都有谁啊？,平定雪夜的相关人物是谁?,0.6231570839881897
"[['皇姑楼', '建筑年代', '清代']]",皇姑楼是哪年建造的?,你记得皇姑楼是哪年建筑的吗?,皇姑楼是哪年建造的?,0.6223331689834595
"[['晋国（周代周武王之子的姬姓诸侯国）', '货币', '贝币、布币']]",晋国使用的什么货币?,晋国是用什么的货币？,晋国使用的什么货币?,0.6013538837432861
"[['人人斑竹网', '性质', '网络营销平台'], ['网络营销平台', '是指', '网站']]",人人斑竹网的性质指的是什么?,什么事人人斑竹网的性质？,人人斑竹网的性质指的是什么?,0.6326552629470825
"[['山梨学院大学', '校歌', '《山梨学院校歌》']]",山梨学院大学的校歌叫什么?,什么是山梨学院大学的校歌？,山梨学院大学的校歌叫什么?,0.7306463718414307
"[['仙意红尘', '作者', '自燃点'], ['自燃点', '因素', '压力催化']]",请问仙意红尘的作者的因素是什么?,请问仙意红尘的作者的因素要什么？,请问仙意红尘的作者的因素是什么?,0.6191803216934204
"[['自有资金', '构成', '一部分来自国家财政拨款']]",自有资金由什么构成?,大家知道自有资金的构成吗？,自有资金由什么构成?,0.6428017616271973
"[['重庆来福士', '开业时间', '2019年9月6日']]",重庆来福士是什么时候开业的?,重庆来福士是什么时候开业的呢？,重庆来福士是什么时候开业的?,0.6556041836738586
"[['倩意', '发行时间', '2005-06-21']]",倩意是什么时候发行的来着?,我想知道倩意的发行时间是什么时候？,倩意是什么时候发行的来着?,0.6076449751853943
"[['欧亚大陆板块', '形成时间', '2亿年前']]",欧亚大陆板块什么时候形成的?,谁知道欧亚大陆板块是什么时候形成的呢？,欧亚大陆板块什么时候形成的?,0.6608312726020813
"[['内蒙古大自然影视有限公司', '公司简称', '大自然影视']]",内蒙古大自然影视有限公司的公司简称是什么?,内蒙古大自然影视有限公司的简称是什么？,内蒙古大自然影视有限公司的公司简称是什么?,0.7831876873970032
"[['苦海（汉语词语）', '释义1', '佛教指尘世间的烦恼和苦难']]",苦海的释义是什么?,你知道苦海的意义吗？,苦海的释义是什么?,0.5774215459823608
"[['农民频道', '属于', '河北电视台'], ['河北电视台', '成立时间', '1969年2月16日']]",农民频道的属于什么时候成立的?,你知道农民频道的属于经济生活频道什么时候开播吗？,农民频道的属于什么时候成立的?,0.6063091158866882
"[['湖南锦峰钢结构工程有限公司', '隶属公司', '湖南建设集团有限公司']]",湖南锦峰钢结构工程有限公司隶属于哪个公司?,湖南锦峰钢结构工程有限公司隶属于哪个公司？,湖南锦峰钢结构工程有限公司隶属于哪个公司?,0.7824442386627197
"[['三红一创', '原版名称', '《红日》 《红岩》  《红旗谱》']]",三红一创的原版叫什么?,谁知道三红一创原版叫什么？,三红一创的原版叫什么?,0.6155388355255127
"[['李炜（中国内地男歌手）', '新浪微博', 'Well_Lee李炜']]",李炜新浪微博叫什么?,李炜的新浪微博叫什么名字？,李炜新浪微博叫什么?,0.6041874289512634
"[['海南国际旅游岛', '民族', '黎族'], ['黎族', '所在地区', '海南省']]",海南国际旅游岛的民族居住地是什么地方的?,你知道海南国际旅游岛的民族在哪里吗？,海南国际旅游岛的民族居住地是什么地方的?,0.6535761952400208
"[['闪语族', '语系', '亚非语系']]",闪语族属于哪个语系?,闪语族属于什么语系？,闪语族属于哪个语系?,0.6599805355072021
"[['吉林库蠓', '科', '蜢科'], ['蜢科', '科', '虻科Tabanidae']]",吉林库蠓的科属于什么科?,吉林库蠓的科属于什么科？,吉林库蠓的科属于什么科?,0.6046273708343506
"[['香酥小河虾', '菜系', '浙菜系']]",香酥小河虾属于什么菜系?,你们有谁知道香酥小河虾属于什么菜系吗?,香酥小河虾属于什么菜系?,0.650168240070343
"[['金松（金松科金松属植物）', '命名者及年代', '(Thunb.) Sieb. et Zucc.，1842']]","金松是谁命名的,在什么时候?",金松的命名者和年代分别是什么？,"金松是谁命名的,在什么时候?",0.6202037334442139
"[['前口蝠鲼', '形态特征', '体盘宽大，呈菱形']]",前口蝠有哪些形态特征?,前口蝠鲼有什么形态特征？,前口蝠有哪些形态特征?,0.6894804835319519
"[['米利根（英格兰足球运动员）', '出生年月', '1980年1月3日']]",米利根是什么时候出生的?,有谁知道米利根的出生年月吗？,米利根是什么时候出生的?,0.6000494360923767
"[['昆山足球俱乐部', '主场馆', '昆山市体育中心']]",昆山足球俱乐部的主场馆在哪?,你知道昆山足球俱乐部的主场在什么地方吗？,昆山足球俱乐部的主场馆在哪?,0.6855059266090393
"[['徐昊东', '毕业院校', '河北金融学院'], ['河北金融学院', '主管部门', '河北省人民政府']]",请问徐昊东的毕业院校的主管部门是哪?,徐昊东的毕业院校的主管部门是什么？,请问徐昊东的毕业院校的主管部门是哪?,0.6194682121276855
"[['梅洛尼·斯旺', '创造者', '马克·韦德·温贝托-拉莫斯']]",梅洛尼斯旺是谁创立的?,你知道梅洛尼·斯旺是谁创造的吗？,梅洛尼斯旺是谁创立的?,0.6714229583740234
"[['AppleMobileDeviceService.exe', '作者', '苹果公司'], ['苹果公司', '年营业额', '1,827.95,亿美元（2014年）']]",AppleMobileDeviceService.exe的作者年营业额是多少?,你知道AppleMobileDeviceService.exe的作者的年营业额是多少吗？,AppleMobileDeviceService.exe的作者年营业额是多少?,0.5993608236312866
"[['2013中国锦州世界园艺博览会', '会期', '2013年5月10日——10月31日']]",请问2013中国锦州世界园艺博览会是什么时候?,2013中国锦州世界园艺博览会在什么时候开？,请问2013中国锦州世界园艺博览会是什么时候?,0.7098167538642883
"[['乐阕', '读音', 'yuè què']]",你知道乐阕怎么读吗?,能告诉我乐阕的读音吗？,你知道乐阕怎么读吗?,0.6034332513809204
"[['中国化工集团有限公司', '法定代表人', '宁高宁']]",中国化工集团有限公司的法定代表人是谁?,你知道中国化工集团有限公司的法人是谁吗？,中国化工集团有限公司的法定代表人是谁?,0.7062174677848816
"[['狮子吼', '中文名', '热血传奇'], ['热血传奇', '运营方式', '分时间收费区和道具消费区']]",请问狮子吼的中文名是怎样的运营方式?,狮子吼的中文名拥有怎样的运营方式？,请问狮子吼的中文名是怎样的运营方式?,0.6372395753860474
"[['龙虎门（四川省南充市龙虎门道观）', '批准时间', '2000年']]",你知道龙虎门是什么时候批准的吗?,请问是在什么时候批准的龙虎门啊？,你知道龙虎门是什么时候批准的吗?,0.5730985999107361
"[['银精石', '晶系', '单斜晶系']]",银精石属于什么晶系?,银精石的晶系是哪个晶系？,银精石属于什么晶系?,0.6830213069915771
"[['工业橡胶板', '制作材料', '胶类绝缘材料']]",工业橡胶板制作需要什么材料?,请问工业橡胶板制作需要用到什么材料?,工业橡胶板制作需要什么材料?,0.6819571852684021
"[['刘常保', '逝世日期', '108年']]",刘常保是什么时候逝世的?,我想知道刘常保是什么时候死的？,刘常保是什么时候逝世的?,0.5839732885360718
"[['金胜旭', '血型', 'B型']]",金胜旭的血型是什么?,你知道金胜旭是什么型血吗？,金胜旭的血型是什么?,0.6221687197685242
"[['科教文汇杂志社', '中文名称', '科教文汇'], ['科教文汇', '编辑单位', '科教文汇编辑部']]",科教文汇杂志社的中文名称是哪个单位编辑的?,科教文汇杂志社的中文名称是哪个单位编辑的？,科教文汇杂志社的中文名称是哪个单位编辑的?,0.699985682964325
"[['心字成灰（成语）', '读音', 'xīn zì chéng huī']]",你知道心字成灰怎么读吗?,请问心字成灰有用拼音怎么拼？,你知道心字成灰怎么读吗?,0.6007461547851562
"[['酷航C7C', '品牌', '酷航'], ['酷航', '枢纽机场', '新加坡樟宜国际机场']]",酷航C7C的品牌附近的枢纽机场是什么?,我想知道酷航C7C的品牌的枢纽机场是哪？,酷航C7C的品牌附近的枢纽机场是什么?,0.6365077495574951
"[['穆斯', '车身重量', '1316kg']]",穆斯的车身重量是多少?,你知道穆斯的车身有多重吗？,穆斯的车身重量是多少?,0.6185176372528076
"[['异乡情缘', '完成字数', '178143']]",异乡情缘一共有多少字数?,《异乡情缘》一共完成多少字数？,异乡情缘一共有多少字数?,0.7152017951011658
"[['麦克·卡德莱奇', '位置', '后卫']]",麦克卡德莱奇在场上是什么位置?,我想知道麦克·卡德莱奇是在什么地方的？,麦克卡德莱奇在场上是什么位置?,0.634779691696167
"[['蔡志明（《意难忘》中人物）', '出场作品', '《意难忘》']]",蔡志明出演过哪些作品?,蔡志明的出场作品是什么？,蔡志明出演过哪些作品?,0.6625717282295227
"[['复旦大学艺术教育中心', '原称', '艺术教研室']]",复旦大学艺术教育中心原称什么?,你知道复旦大学艺术教育中心的原称吗？,复旦大学艺术教育中心原称什么?,0.7585238814353943
"[['北京大学书画协会', '秘书长', '刘小刚']]",北京大学书画协会的秘书长是谁?,谁是北京大学书画协会的秘书长？,北京大学书画协会的秘书长是谁?,0.7560228109359741
"[['高皇帝', '泛指', '开国皇帝']]",高皇帝泛指什么?,高皇帝泛指什么？,高皇帝泛指什么?,0.6774736046791077
"[['佐菲·奥特曼', '人间体', '大谷博士、迫水真吾(均为暂时)']]",你知道佐菲奥特曼的人间体是什么吗?,你知道谁是佐菲·奥特曼的人间体吗,你知道佐菲奥特曼的人间体是什么吗?,0.670264482498169
"[['价格统计报表制度', '所属类别', '会计学']]",价格统计报表制度属于什么类别?,你知道价格统计报表制度是什么级别啊？,价格统计报表制度属于什么类别?,0.6815893650054932
"[['2017江苏卫视跨年演唱会', '演出地点', '金光综艺馆']]",请问2017江苏卫视跨年演唱会在什么地方演出?,2017江苏卫视跨年演唱会在什么地方演出？,请问2017江苏卫视跨年演唱会在什么地方演出?,0.7351199388504028
"[['忠义堂（《水浒传》中的建筑）', '建立者', '宋江']]",谁建立了忠义堂?,忠义堂由谁建立的？,谁建立了忠义堂?,0.6374626159667969
"[['双龙村（云南省临沧凤庆县大寺乡双龙村）', '农户', '769户']]",双龙村一共有多少农户?,双龙村有多少农户？,双龙村一共有多少农户?,0.6481505632400513
"[['杨征宇（海归学者）', '字', '效苏']]",杨征宇字什么?,你知道杨征宇字什么吗？,杨征宇字什么?,0.5742533802986145
"[['让爱冬眠', '专辑', '第一楠主角'], ['第一楠主角', '表演者', '孙楠']]",让爱冬眠的专辑是谁演唱的?,让爱冬眠的专辑的表演者是谁？,让爱冬眠的专辑是谁演唱的?,0.6401642560958862
"[['武夷花园水仙园', '地铁', 'm6'], ['m6', '距地距离', '2.0千光年']]",请问武夷花园水仙园的地铁距地球有多远?,武夷花园水仙园的地铁距地球有多远？,请问武夷花园水仙园的地铁距地球有多远?,0.644367516040802
"[['张恩祥（吉林省十届人大常委会副主任）', '行政级别', '省人大常委会副主任 副省部长级']]",张恩祥的行政级别是什么?,请问张恩祥的行政级别是什么？,张恩祥的行政级别是什么?,0.5874330401420593
"[['大川镇（甘肃省甘南藏族自治州舟曲县下辖镇）', '户籍人口', '6300人（2018年）']]",大川镇的户籍人口有多少人?,大川镇一共有多少户籍人口？,大川镇的户籍人口有多少人?,0.6022308468818665
"[['张云（青岛市职业学校国际商务专业教师）', '学术代表作', '《报关实务》，《模拟报关实训》']]",张云的学术代表作是什么?,我想知道张云的代表作是什么啊？,张云的学术代表作是什么?,0.5409386157989502
"[['李元昌（福建南靖烈士）', '出生日期', '1912']]",李元昌是什么时候出生的,我想知道李元昌是什么时候出生的呀？,李元昌是什么时候出生的,0.5802195072174072
"[['五龙河（山东省莱阳市入黄海丁字湾河流）', '流经地区', '栖霞市、莱阳市']]",五龙河流经哪些地区?,五龙河流经哪些地方？,五龙河流经哪些地区?,0.609024703502655
"[['倪哲哲', '现居住地', '海南省海口市']]",倪哲哲现在住在哪里?,请问倪哲哲现在住在哪里？,倪哲哲现在住在哪里?,0.6025615334510803
"[['多路处理模块', '存在', '服务器']]",多路处理模块存在于哪里?,多路处理模块在什么地方啊？,多路处理模块存在于哪里?,0.6665470600128174
"[['汕头—梅州高速公路', '编号', '国家高速G78、粤高速S19']]",汕头—梅州高速公路的编号是什么?,大家知道汕头—梅州高速公路的编号吗？,汕头—梅州高速公路的编号是什么?,0.7286898493766785
"[['温柔杀手（香港知名艺人陈启泰演唱歌曲）', '音乐风格', '流行']]",温柔杀手的音乐风格是什么?,谁知道温柔杀手这首歌属于什么风格？,温柔杀手的音乐风格是什么?,0.6255300641059875
"[['发人深省', '用法', '兼语式；作谓语、定语']]",发人深省怎么用?,发人深省是怎样使用的来着？,发人深省怎么用?,0.593386709690094
"[['傅种孙', '信仰', '中国共产党']]",你知道傅种孙信仰什么宗教吗?,告诉我傅种孙的信仰是什么？,你知道傅种孙信仰什么宗教吗?,0.613842785358429
"[['福建旗山国家森林公园', '管理单位', '闽侯县林业局']]",福建旗山国家森林公园的管理单位是什么?,我想知道福建旗山国家森林公园是归谁管啊？,福建旗山国家森林公园的管理单位是什么?,0.6837538480758667
"[['赫兹（软件）', '软件语言', '中文']]",赫兹的软件语言是什么?,赫兹这种软件的语言主要是哪种语言？,赫兹的软件语言是什么?,0.6273725628852844
"[['德泓创源（北京）投资管理有限责任公司', '工作', '私募股权融资'], ['私募股权融资', '好处', '稳定资金来源,高附加值服务']]",德泓创源(北京)投资管理有限责任公司的工作有什么好处吗?,德泓创源（北京）投资管理有限责任公司的工作有什么好处？,德泓创源(北京)投资管理有限责任公司的工作有什么好处吗?,0.7324978113174438
"[['白冠噪鹛', '界', '动物界']]",白冠噪属于什么界,你知道白冠噪鹛属于什么界吗？,白冠噪属于什么界,0.6093664765357971
"[['武汉蔡甸经济开发区', '相关人物', '钟子期'], ['钟子期', '相关作品', '无']]",武汉蔡甸经济开发区的相关人物有什么作品吗?,武汉蔡甸经济开发区的相关人物有什么相关作品吗？,武汉蔡甸经济开发区的相关人物有什么作品吗?,0.7086308598518372
"[['国际糖尿病联合会', '成立地点', '比利时布鲁塞尔']]",国际糖尿病联合会是在哪里成立的?,你知道国际糖尿病联合会是在哪里成立的吗？,国际糖尿病联合会是在哪里成立的?,0.6758219599723816
"[['汉语年', '开始时间', '2006年']]",汉语年是从哪天开始的?,请问汉语年是从什么时候开始的？,汉语年是从哪天开始的?,0.6284767389297485
"[['翁宇庆（中国工程院院士、钢铁材料专家）', '原籍', '江苏常熟']]",你知道翁宇庆的原籍在哪吗?,翁宇庆的原籍在哪有人知道吗？,你知道翁宇庆的原籍在哪吗?,0.5491129755973816
"[['㐆', '字形结构', '独体']]",字形结构是什么?,㐆的字形结构是什么,字形结构是什么?,0.6566855907440186
"[['分配格', '举例', '布尔格、除数格、理想格、链等']]",分配格有哪些举例?,谁可以举一个使用分配格的例子？,分配格有哪些举例?,0.607504665851593
"[['资治通鉴·后梁纪·承业进谏', '人物', '张承业'], ['张承业', '官职', '河东监军使,监军']]",请问资治通鉴后梁纪承业进谏的人物官职是什么?,谁知道资治通鉴·后梁纪·承业进谏的人物的官职是什么？,请问资治通鉴后梁纪承业进谏的人物官职是什么?,0.6851245164871216
"[['水灵镇', '居民', '猫大叔等']]",水灵镇的居民有哪些?,水灵镇有多少户居民？,水灵镇的居民有哪些?,0.6443909406661987
"[['水北街道办事处', '地址', '水北街'], ['水北街', '被称为', '杭州市文物保护点']]",你知道水北街道办事处的地址还被称为什么吗?,水北街道办事处的地址又叫做什么？,你知道水北街道办事处的地址还被称为什么吗?,0.6510370969772339
"[['迭山', '起点', '甘南州卓尼县旗布沟冰谷村']]",你知道迭山的起点在哪里吗?,请问迭山的起点在哪里啊？,你知道迭山的起点在哪里吗?,0.5806334614753723
"[['格鲁比', '中文名', '伯爵与妖精'], ['伯爵与妖精', '原版名称', '伯爵と妖精']]",格鲁比的中文名的原版叫什么?,谁知道格鲁比的中文名原版叫什么？,格鲁比的中文名的原版叫什么?,0.6125084757804871
"[['一碗水村（湖南省张家界市永定区西溪坪街道下辖行政村）', '村域面积', '1880亩']]",一碗水村的面积有多大,一碗水村的面积有多大,一碗水村的面积有多大,0.6105523109436035
"[['金属射手', '卡片种类', '效果怪兽']]",金属射手的卡片有什么种类?,金属射手的卡片种类的有什么啊？,金属射手的卡片有什么种类?,0.6859579682350159
"[['美丽梦乡', '谱曲', '阿筎那'], ['阿筎那', '出生日期', '10月12日'], ['10月12日', '后一天', '10月13日']]",请问美丽梦乡的谱曲的出生日期的前一天是什么时候?,谁知道美丽梦乡的谱曲的出生日期的后一天是什么时候？,请问美丽梦乡的谱曲的出生日期的前一天是什么时候?,0.6239367127418518
"[['刘向阳（吉林大学机械科学与工程学院教授）', '职务', '吉林大学机械科学与工程学院教授']]",刘向阳担任什么职务?,刘向阳是什么职务？,刘向阳担任什么职务?,0.5598211288452148
"[['THE 20TH ANNIVERSARY', '曲目数量', '11']]",THE 20TH ANNIVERSARY有多少曲目有11首,THE 20TH ANNIVERSARY有多少个曲目？,THE 20TH ANNIVERSARY有多少曲目有11首,0.656623899936676
"[['西班牙', '国庆日', '10月12日'], ['10月12日', '出生名人', '丁玲']]",请问西班牙的国庆日出生了哪些名人?,你知道哪个名人是在西班牙的国庆日出生的吗？,请问西班牙的国庆日出生了哪些名人?,0.6053739786148071
"[['双子楼', '物业类别', '写字楼']]",双子楼属于什么类别?,双子楼的物业类别是什么？,双子楼属于什么类别?,0.6907830834388733
"[['说好不哭（专辑）', '音乐风格', '流行']]",说好不哭的音乐风格是什么?,说好不哭的音乐是什么风格的？,说好不哭的音乐风格是什么?,0.6480727195739746
"[['田娃', '代表作品', '乡村爱情圆舞曲'], ['乡村爱情圆舞曲', '许可证号', '（辽）剧审字（2013）第013号']]",田娃的代表作品的许可证号是什么?,谁能告诉我田娃的代表作品的许可证号是什么？,田娃的代表作品的许可证号是什么?,0.5971591472625732
"[['龙城之恋', '题材', '青春励志']]",龙城之恋属于什么题材?,龙城之恋属于什么题材？,龙城之恋属于什么题材?,0.6586996912956238
"[['becky g', '男友', 'Austin Mahone']]",becky g的男朋友是谁,你知道becky g的男朋友吗,becky g的男朋友是谁,0.6182639598846436
"[['8弃8离', '副导演', '冯浩征']]",你知道8弃8离的副导演是谁吗,谁是8弃8离的副导演,你知道8弃8离的副导演是谁吗,0.689266562461853
"[['朱友谅', '封号', '衡王']]",朱友谅的封号是什么?,请问朱友谅封号是什么？,朱友谅的封号是什么?,0.6212717890739441
"[['杨三寨村（安徽省六安市霍山县东西溪乡辖村）', '政府驻地', '尘土岭组']]",杨三寨村的政府驻地是哪里?,杨三寨村的政府地址在哪里？,杨三寨村的政府驻地是哪里?,0.6508663296699524
"[['北京市国家税务局', '内设机构', '14个']]",北京市国家税务局内设了什么机构?,北京市国家税务局内设了什么机构？,北京市国家税务局内设了什么机构?,0.7442786693572998
"[['混茧', '解释', '不同地区生产的蚕茧']]",混茧是什么意思?,你可以解释混茧的含义吗？,混茧是什么意思?,0.5727387070655823
"[['千秋村', '主要家畜', '狗'], ['狗', '亚门', '脊椎动物亚门']]",千秋村的主要家畜属于什么亚门?,千秋村的主要家畜属于什么亚门?,千秋村的主要家畜属于什么亚门?,0.6380823254585266
"[['龙湾区公安分局', '地址', '温州市龙湾区状元镇文化路1号']]",龙湾区公安分局的具体地址是哪里?,有人知道龙湾区公安分局的地址吗？,龙湾区公安分局的具体地址是哪里?,0.6869803071022034
"[['ice cream cake（Red Velvet首张迷你专辑主打曲）', '填词', 'ChoYun Kyoung、KimDong Hyun']]",ice cream cake是谁填的词?,你知道ice cream cake的填词是谁吗？,ice cream cake是谁填的词?,0.5812947154045105
"[['氤氲（汉语词语）', '基本解释', '形容烟或云气浓郁']]",你知道氤氲的基本解释吗?,麻烦你解释下氤氲的意思？,你知道氤氲的基本解释吗?,0.5603458285331726
"[['豆沙八宝饭', '菜系', '浙菜系']]",豆沙八宝饭属于什么菜系?,请问豆沙八宝饭属于哪种菜系？,豆沙八宝饭属于什么菜系?,0.6875284314155579
"[['佳运园', '物业类型', '普通住宅']]",你知道佳运园的物业类型是什么吗?,你知道佳运园的物业是什么类型吗？,你知道佳运园的物业类型是什么吗?,0.6525349617004395
"[['zarahn', '鼓手', '贝祖铭（Jerry U-Pui  ）']]",请问zarahn的鼓手是谁?,zarahn的鼓手是谁?,请问zarahn的鼓手是谁?,0.6290647983551025
"[['崔洪举', '民族', '吉林'], ['吉林', '机场', '延吉朝阳川机场'], ['延吉朝阳川机场', '营业类型', '公共事业']]",崔洪举的民族的机场属于什么类型?,告诉我崔洪举的民族的机场属于什么类型？,崔洪举的民族的机场属于什么类型?,0.5836892127990723
"[['Visual Basic 2005大学教程', '作者', '布拉德利'], ['布拉德利', '场上位置', '教练']]",Visual Basic 2005大学教程的作者在场上的职位是什么?,请问Visual Basic 2005大学教程的作者在场上的职位是什么啊?,Visual Basic 2005大学教程的作者在场上的职位是什么?,0.6225917935371399
"[['海啸预警系统', '长', '20米']]",海啸预警系统有多长?,海啸预警系统的长是多少？,海啸预警系统有多长?,0.682563841342926
"[['砂地薹草', '亚属', '复序薹草亚属']]",砂地薹草属于什么亚属?,砂地薹草亚属什么？,砂地薹草属于什么亚属?,0.7056116461753845
"[['奥利朗吉斯凯里亚德酒店', '周围景观', '奥利机场'], ['奥利机场', '机场代码', 'ORY']]",奥利朗吉斯凯里亚德酒店的周围景观的机场代码是多少?,谁能告诉我奥利朗吉斯凯里亚德酒店的周围景观的机场代码是多少？,奥利朗吉斯凯里亚德酒店的周围景观的机场代码是多少?,0.7136585712432861
"[['Z计划（德国海军造舰发展计划）', '影响', '大幅翻新重建该国海上军事力量']]",你知道Z计划有什么影响吗?,你知道Z计划有什么不好的地方吗？,你知道Z计划有什么影响吗?,0.5441202521324158
"[['来生孝夫', '作品风格', '亚洲流行音乐 Asian Pop、人声流行音乐 Vocal Pop']]",来生孝夫的作品是什么风格的?,来生孝夫是什么类型的作品呢？,来生孝夫的作品是什么风格的?,0.5980632901191711
"[['体重指数', '所属分类', '特殊检查']]",体重指数属于什么分类?,体重指数属于什么分类？,体重指数属于什么分类?,0.6628865599632263
"[['中国牡丹名品及文化艺术鉴赏', '定价', '398 元']]",中国牡丹名品及文化艺术鉴赏的定价是多少?,中国牡丹名品及文化艺术鉴赏这本书用多少钱可以买到啊？,中国牡丹名品及文化艺术鉴赏的定价是多少?,0.7212952971458435
"[['苹果树，爱是荆棘心', '中文名', '苹果树'], ['苹果树', '别称', '苹果'], ['苹果', '命名者及年代', 'Mill,1768']]","请问是谁在什么时候命名了苹果树,爱是荆棘心的中文名啊?",苹果树，爱是荆棘心的中文名的别称在哪年由谁命名的？,"请问是谁在什么时候命名了苹果树,爱是荆棘心的中文名啊?",0.659259021282196
"[['上海国际赛道', '城市', '上海']]",你知道上海国际赛道是什么城市的吗?,上海国际赛道是在那个城市啊？,你知道上海国际赛道是什么城市的吗?,0.686682403087616
"[['武圣庙（台湾省台北县武圣庙）', '创建于', '清代乾隆二十五年 (1760)']]",请问武圣庙是什么时候创建的?,你了解武圣庙创建于那个朝代吗？,请问武圣庙是什么时候创建的?,0.5909525156021118
"[['马世真仙', '俗名', '马五娘']]",马世真仙的俗名是什么?,你知道马世真仙俗称是什么吗？,马世真仙的俗名是什么?,0.6446221470832825
"[['南大庙站', '车站代码', '11681']]",南大庙站的车站代码是多少?,南大庙站的车站代码是多少？,南大庙站的车站代码是多少?,0.6990326642990112
"[['高如宝', '扮演者', '乐瞳（成年）、陈诗慧（童年）']]",你知道高如宝是谁演的吗?,请问高如宝的扮演者是谁？,你知道高如宝是谁演的吗?,0.6434709429740906
"[['苯甲酸甲酯', '外观', '无色透明油状液体']]",苯甲酸甲酯的外观怎么样?,你知道苯甲酸甲酯长什么样吗？,苯甲酸甲酯的外观怎么样?,0.6138631701469421
"[['北京城（新化县小区名）', '建筑形式', '\xa0多层']]",北京城是什么建筑形式?,北京城是怎样的建筑形式？,北京城是什么建筑形式?,0.6450615525245667
"[['宝贝当家', '主演', '王诗龄'], ['王诗龄', '好友', '张悦轩'], ['张悦轩', '好友', '田雨橙,小小志,王诗龄,郭子睿']]",宝贝当家的主演的好友的好朋友都有哪些?,你知道宝贝当家的主演的好友的好朋友都有谁吗？,宝贝当家的主演的好友的好朋友都有哪些?,0.5804513692855835
"[['阿木（动画《虹猫蓝兔阿木星》中的角色）', '师傅', '雪岛上人']]",阿木的师傅是谁,请问阿木的师傅是谁？,阿木的师傅是谁,0.603409469127655
"[['陈若平', '执业地点', '上海市儿童医院'], ['上海市儿童医院', '医院类型', '儿童医院']]",陈若平的执业地点是什么类型的?,陈若平的执业地点是什么类型的医院？,陈若平的执业地点是什么类型的?,0.6562274694442749
"[['我就要忘记你了', '译者', '刘波']]",你知道我就要忘记你了是谁翻译的吗?,请问是谁翻译了我就要忘记你了？,你知道我就要忘记你了是谁翻译的吗?,0.6570977568626404
"[['忻州', '政府驻地', '忻府区长征东街18号']]",你知道忻州的政府驻地在哪吗?,忻州的政府驻地是哪你知道吗？,你知道忻州的政府驻地在哪吗?,0.6146793961524963
"[['康涅狄格州', '最大城市', '布里奇波特（Bridgeport）']]",康涅狄格州的最大城市是什么?,哪里是康涅狄格州的最大城市？,康涅狄格州的最大城市是什么?,0.7010619044303894
"[['沙皮犬', '亚种', '家犬']]",沙皮犬是什么亚种?,沙皮犬属于哪种亚种的狗？,沙皮犬是什么亚种?,0.6654019355773926
"[['双燃料汽车', '实例', '柴油-压缩天然气双燃料汽车']]",双燃料汽车的实例是什么?,双燃料汽车有什么啊？,双燃料汽车的实例是什么?,0.6669154763221741
"[['铁瓮', '出处', '陈宫'], ['陈宫', '去世时间', '199年2月7日']]",铁瓮的出处是什么时候去世的?,谁知道铁瓮的出处是在哪年死的？,铁瓮的出处是什么时候去世的?,0.587699294090271
"[['贴错门神（香港电视剧）', '编导', '王天林']]",贴错门神的编导是谁啊?,贴错门神谁是编导啊？,贴错门神的编导是谁啊?,0.6317533254623413
"[['黑柄多孔菌', '功效', '可药用']]",黑柄多孔菌有什么功效?,黑柄多孔菌的功效是什么啊？,黑柄多孔菌有什么功效?,0.6793469786643982
"[['市场经济体制', '手段', '市场机制作为配置社会资源']]",市场经济体制有哪些手段?,市场经济体制采取什么手段？,市场经济体制有哪些手段?,0.700377345085144
"[['燕山大学材料科学与工程学院', '专职院士', '中国科学院院士1人']]",燕山大学材料科学与工程学院有多少专职院士?,燕山大学材料科学与工程学院的专职院士是多少啊？,燕山大学材料科学与工程学院有多少专职院士?,0.7666753530502319
"[['H-IIA运载火箭', '国家', '日本']]",H-IIA运载火箭是哪个国家的?,麻烦你查一下H-IIA运载火箭是哪个国家的？,H-IIA运载火箭是哪个国家的?,0.6638433933258057
"[['卞卡（中国田径运动员）', '运动项目', '田径']]",卞卡的运动项目是什么?,卞卡练习的是哪类运动项目啊？,卞卡的运动项目是什么?,0.6002922654151917
"[['阳泉北站', '建筑面积', '17000 m²']]",你知道阳泉北站的建筑面积是多大吗?,谁知道阳泉北站有多大？,你知道阳泉北站的建筑面积是多大吗?,0.5867367386817932
"[['淄博市第一医院', '医院等级', '三级甲等']]",淄博市第一医院属于什么等级的医院?,淄博市第一医院属于什么等级？,淄博市第一医院属于什么等级的医院?,0.704912543296814
"[['沈雁（中国台湾第一代玉女偶像歌手）', '出道', '1979年（中华电视公司第四期训练班）']]",请问沈雁是什么时候出道的?,沈雁什么时候出道的啊？,请问沈雁是什么时候出道的?,0.5566603541374207
