模型名字,平均 BLEU 分数,平均 METEOR 分数,平均 ROUGE-L 分数
bart_NLPCC_02_03_14_54,0.7418112867305381,0.8291635631845032,0.8652369592481604
,输入文本,生成问题,参考问题,BLEU,METEOR,ROUGE-L
,"generate question: [['辰星', '别称', '水星'], ['水星', '质量', '3.3022×10²³kg']]",辰 星 的 别 称 的 质 量 是 多 少 ？,辰星的别称的质量是多少？,1.0,0.9985422740524781,1.0
,"generate question: [['上海服务外包交易促进中心', '位置', '上海浦东软件园'], ['上海浦东软件园', '荣誉', '国家软件产业基地']]",上 海 服 务 外 包 交 易 促 进 中 心 的 位 置 获 得 过 什 么 荣 誉 ？,你知道上海服务外包交易促进中心的位置获得过什么荣誉吗？,0.7939226578179512,0.8278370331285569,0.913594470046083
,"generate question: [['哈莱王后', '登场作品', '巴啦啦小魔仙之奇迹舞步'], ['巴啦啦小魔仙之奇迹舞步', '角色设计', '凌美琪'], ['凌美琪', '饰演者', '孙圳,赵今麦,周利书']]",我 想 知 道 哈 莱 王 后 的 登 场 作 品 的 角 色 都 演 过 哪 些 角 色 呀 ？,我想知道哈莱王后的登场作品的角色设计都演过哪些角色呀？,0.8196501312471536,0.9422781271837876,0.9734042553191491
,"generate question: [['宙斯', '兄弟姐妹', '波塞冬'], ['波塞冬', '兄弟姐妹', '哈迪斯'], ['哈迪斯', '父母', '克洛诺斯（父亲）,瑞亚（母亲）']]",我 想 知 道 宙 斯 的 兄 弟 姐 妹 的 兄 兄 弟 妹 的 父 母 都 有 什 么 ？,宙斯的兄弟姐妹的兄弟姐妹的父母你知道是谁吗？,0.20333448190047881,0.4654056744649079,0.43571428571428567
,"generate question: [['马阿马·洛洛赫阿', '国籍', '汤加'], ['汤加', '主要宗教', '基督新教']]",马 阿 马 · 洛 洛 赫 阿 的 国 籍 国 教 会 属 于 什 么 宗 派 ？,请问马阿马·洛洛赫阿的国籍的主要宗教是什么？,0.4905378138718247,0.5813953488372093,0.6446499339498017
,"generate question: [['婆婆嘴', '出处', '羚羊木雕'], ['羚羊木雕', '选自', '东方少年1984年第10期']]",婆 婆 嘴 的 出 处 选 自 于 哪 里 ？,请问婆婆嘴的出处选自于哪里？,0.8187307530779819,0.8440677966101694,0.9242424242424241
,"generate question: [['艾德·维斯特维克', '代表作品', '绝命航班'], ['绝命航班', '发行公司', '尚世影业,等']]",艾 德 · 维 斯 特 维 克 的 代 表 作 品 是 哪 个 公 司 发 行 的 ？,艾德·维斯特维克的代表作品是哪个公司发行的？,1.0,0.9995,1.0
,"generate question: [['一个人', '歌曲原唱', '李佑晨'], ['李佑晨', '血型', 'B']]",一 个 人 的 歌 曲 原 唱 是 什 么 血 型 的 啊,一个人的歌曲原唱是什么血型的？,0.8801117367933934,0.9883326549993218,0.9384615384615386
,"generate question: [['卓越手机网', '经营范围', '智能手机'], ['智能手机', '操作系统', 'iOS']]",谁 能 告 诉 我 卓 越 手 机 网 的 经 营 范 围 都 有 什 么 操 作 系 统 ？,哪些是卓越手机网的经营范围的操作系统？,0.22416933501922293,0.44285714285714284,0.4825949367088607
,"generate question: [['一个明星的诞生', '导演', '布莱德利·库珀'], ['布莱德利·库珀', '代表作品', '银河护卫队'], ['银河护卫队', '票房', '5.94亿元（中国大陆）']]",一 个 明 星 的 诞 生 的 导 演 的 代 表 作 品 票 房 如 何 ？,一个明星的诞生的导演的代表作品票房如何？,1.0,0.9995,1.0
,"generate question: [['滕州市腾盛工贸有限公司', '经营范围', '香菇'], ['香菇', '亚门', '伞菌亚门 Agaricomycotina']]",滕 州 市 腾 盛 工 贸 有 限 公 司 的 经 营 范 围 属 于 什 么 亚 门 ？,滕州市腾盛工贸有限公司的经营范围是属于什么亚门的？,0.598690849764947,0.796753543667124,0.9165275459098498
,"generate question: [['圣斗士星矢之光牙传说', '作者', '西红柿炒鸡蛋'], ['西红柿炒鸡蛋', '口味', '略咸,甜或酸']]",圣 斗 士 星 矢 之 光 牙 传 说 的 作 者 是 什 么 口 味 的 ？,你知道圣斗士星矢之光牙传说的作者是什么口味的吗？,0.7408182206817179,0.7870078740157481,0.8905109489051095
,"generate question: [['中国水利投资集团公司', '隶属于', '中国长江三峡集团公司'], ['中国长江三峡集团公司', '董事长', '卢纯']]",中 国 水 利 投 资 集 团 公 司 的 隶 属 于 的 董 事 长 叫 什 么 ？,请问中国水利投资集团公司的隶属于的董事长是谁？,0.68752775993657,0.7332282110091743,0.768503937007874
,"generate question: [['国际商事条约', '出处', '中华人民共和国民法通则'], ['中华人民共和国民法通则', '施行时间', '1987年1月1日']]",国 际 商 事 条 约 的 出 处 是 哪 天 开 始 实 施 的 ？,国际商事条约的出处是哪天开始实施的？,1.0,0.9995,1.0
,"generate question: [['let it go', '歌曲原唱', '伊藤由奈'], ['伊藤由奈', '喜欢的歌手', 'Mariah Carey ,Janet Jackson']]",let it go 的 歌 曲 原 唱 最 喜 欢 哪 个 歌 手 ？,我很好奇let it go的歌曲原唱喜欢哪位歌手？,0.2979714705451885,0.5739795918367346,0.6802973977695167
,"generate question: [['来自北欧的通信传奇', '副标题', '诺基亚'], ['诺基亚', '员工数', '128,445（2008年底）']]",来 自 北 欧 的 通 信 传 奇 的 副 标 题 有 多 少 员 工 ？,2008年来自北欧的通信传奇的副标题有多少员工？,0.8187307530779819,0.8470338983050848,0.9242424242424241
,"generate question: [['奥尔嘉·克瑞兰寇', '国籍', '女演员'], ['女演员', '代表人物', '白百合']]",奥 尔 嘉 · 克 瑞 兰 寇 的 国 籍 里 有 哪 些 代 表 人 物 ？,奥尔嘉·克瑞兰寇的国籍里有哪些代表人物？,1.0,0.9990234375,1.0
,"generate question: [['国瑞城', '城区', '大渡口区'], ['大渡口区', '火车站', '重庆西站'], ['重庆西站', '车站等级', '特等站']]",国 瑞 城 的 城 区 的 火 车 站 是 什 么 等 级 的 车 站 ？,国瑞城的城区的火车站这个车站属于什么等级？,0.4671379777282001,0.5320312500000001,0.7000000000000001
,"generate question: [['LoveMe千面女孩', '专辑歌手', '李贞贤'], ['李贞贤', '家庭成员', '父:李吉戌,母:鲁在姬,4个姐姐']]",loveME 千 面 女 孩 的 专 辑 歌 手 还 有 哪 些 家 庭 成 员 ？,请问LoveMe千面女孩的专辑歌手还有哪些家庭成员？,0.7725505949016372,0.9084673899488716,0.8501742160278747
,"generate question: [['威海卫行政区', '隶属', '行政院'], ['行政院', '副院长', '张善政']]",谁 是 威 海 卫 行 政 区 的 隶 属 的 副 院 长 ？,谁是威海卫行政区的隶属的副院长？,1.0,0.9993141289437586,1.0
,"generate question: [['随风而逝', '主演', '沈孟生'], ['沈孟生', '民族', '汉'], ['汉', '结构', '左右结构']]",随 风 而 逝 的 主 演 的 民 族 结 构 是 什 么 ？,曜的随风而逝的主演的民族字结构是什么？,0.4752203774792173,0.741822429906542,0.866785079928952
,"generate question: [['伯牙子期', '别名', '钟子期'], ['钟子期', '相关作品', '无']]",伯 牙 子 期 的 别 名 有 什 么 相 关 作 品 吗 ？,伯牙子期的别名有什么相关作品吗？,1.0,0.9993141289437586,1.0
,"generate question: [['草房', '线路', '北京地铁6号线'], ['北京地铁6号线', '运营单位', '北京市地铁运营有限公司一分公司']]",谁 知 道 草 房 的 线 路 是 哪 个 单 位 运 营 的 ？,草房的线路是哪个单位运营的？,0.7598356856515925,0.9746570121951219,0.8714285714285713
,"generate question: [['长江7号爱地球之我爱7仔', '作者', '周星驰'], ['周星驰', '其他信息', '华语“喜剧之王”,无厘头电影始祖,“周星驰现象”缔造者']]",长 江 7 号 爱 地 球 之 我 爱 7 仔 的 作 者 的 一 些 其 他 信 息 ？,我想知道长江7号爱地球之我爱7仔的作者的一些其他信息？,0.8290291181804004,0.8555105280748663,0.928639391056137
,"generate question: [['庚子国变', '主要指挥官', '慈禧'], ['慈禧', '旗籍', '满洲镶蓝旗（后抬入镶黄旗）']]",庚 子 国 变 的 主 要 指 挥 官 最 初 的 旗 籍 是 什 么 ？,庚子国变的主要指挥官太后最初的旗籍是什么？,0.710866788975034,0.9137614678899082,0.9606299212598426
,"generate question: [['帝刃雷神', '国籍', '约瑟传说'], ['约瑟传说', '收费模式', '部分道具收费,部分精灵收费。']]",帝 刃 雷 神 的 国 籍 是 怎 么 个 收 费 模 式 ？,帝刃雷神的国籍是怎么个收费模式？,1.0,0.9993141289437586,1.0
,"generate question: [['远安县职业教育中心学校', '学校类型', '农学'], ['农学', '学科分类', '一级学科']]",远 安 县 职 业 教 育 中 心 学 校 的 学 校 类 型 属 于 几 类 学 科 ？,远安县职业教育中心学校的学校类型属于几类学科？,1.0,0.9996243425995492,1.0
,"generate question: [['长沙盛隆机械有限公司东北分公司', '经营范围', '混凝土输送泵'], ['混凝土输送泵', '应用于', '房建,桥梁及隧道施工']]",长 沙 盛 隆 机 械 有 限 公 司 东 北 分 公 司 的 经 营 范 围 主 要 应 用 于 哪 里 ？,请问长沙盛隆机械有限公司东北分公司的经营范围主要应用于哪个方面？,0.7648825826302762,0.7968020122170321,0.8580562659846547
,"generate question: [['千头柏', '种', '侧柏'], ['侧柏', '命名者及年代', 'Linn., 1949']]",千 头 柏 的 种 是 在 哪 年 由 谁 命 名 的 ？,千头柏的种是由谁命名的还有他的年代你知道吗？,0.25466654589274856,0.4944477791116447,0.6014084507042253
,"generate question: [['泉里香', '毕业院校', '明治大学'], ['明治大学', '主要院系', '理工']]",泉 里 香 的 毕 业 院 校 有 哪 些 主 要 院 系 ？,泉里香的毕业院校有哪些主要院系？,1.0,0.9993141289437586,1.0
,"generate question: [['公孙止', '女儿', '公孙绿萼'], ['公孙绿萼', '父亲', '公孙止'], ['公孙止', '兵器', '金刀']]",公 孙 止 的 女 儿 的 父 亲 使 用 的 什 么 兵 器?,公孙止的女儿的父亲使用的什么兵器?,1.0,0.9993141289437586,1.0
,"generate question: [['马薇', '民族', '云南'], ['云南', '别名', '云,滇']]",马 薇 的 民 族 红 河 奔 牛 俱 乐 部 篮 球 队 是 在 哪 里 创 办 的 ？,马薇的民族红河奔牛俱乐部篮球队是在哪里创办的？,1.0,0.9997106481481481,1.0
,"generate question: [['氧族元素', '成员', '硒'], ['硒', '密度', '4.81g/cm³']]",氧 族 元 素 的 成 员 密 度 如 何 ？,氧族元素的成员密度如何？,1.0,0.9976851851851852,1.0
,"generate question: [['足球重大国际比赛', '隶属', '国际足球联合会'], ['国际足球联合会', '现任主席', '詹尼·因凡蒂诺']]",谁 是 足 球 重 大 国 际 比 赛 的 隶 属 的 现 任 主 席 吗 ？,谁是足球重大国际比赛的隶属的现任主席吗？,1.0,0.9997106481481481,1.0
,"generate question: [['SKF 627轴承', '中文名', '627轴承'], ['627轴承', '系列', '深沟球轴承']]",SKF 62 轴 承 的 中 文 名 属 于 什 么 系 列 ？,ntnSKF 627轴承的中文名的型号是什么？,4.677477553605556e-78,0.2531645569620253,0.5398230088495575
,"generate question: [['肉丸豆腐蛋汤', '主要原料', '四喜丸子'], ['四喜丸子', '菜系', '豫菜系']]",肉 丸 豆 腐 蛋 汤 的 主 要 原 料 属 于 什 么 菜 系 ？,请问肉丸豆腐蛋汤的主要原料属于哪种菜系？,0.6010525952194526,0.7349537037037036,0.8146911519198664
,"generate question: [['儿童清热导滞丸', '组成', '苦楝子'], ['苦楝子', '性味归经', '苦,寒,有小毒。肝,胃经。']]",儿 童 清 热 导 滞 丸 的 组 成 是 什 么 性 味 的 ？,儿童清热导滞丸的组成是什么性味的？,1.0,0.9995,1.0
,"generate question: [['扁柏', '别称', '侧柏'], ['侧柏', '命名者及年代', 'Linn., 1949']]",扁 柏 的 别 称 是 谁 在 什 么 时 候 命 名 的 ？,扁柏的别称是由谁命名的还有他的年代你知道吗？,0.19692104496063725,0.33075299085151305,0.580952380952381
,"generate question: [['樟脑草', '别称', '香薷'], ['香薷', '别称', '香茹'], ['香茹', '功效', '清热利湿']]",樟 脑 草 的 别 称 的 别 稱 有 哪 些 功 效 ？,你们知道樟脑草的别称的别称有哪些功效吗？,0.42773277771953144,0.6410256410256411,0.7820512820512819
,"generate question: [['威严', '反义词', '和蔼'], ['和蔼', '近义词', '和善'], ['和善', '近义词', '和蔼']]",什 么 是 威 严 的 反 义 词 的 近 义 词 ？,威严的反义词的近义词的近义词是什么？,0.5025431541540227,0.5449907235621522,0.639412997903564
,"generate question: [['发生器电位', '产生', '动作电位'], ['动作电位', '特点', '“全或无”不叠加,不衰减性传导']]",发 生 器 电 位 的 产 生 有 什 么 特 点 ？,发生器电位的产生有什么特点？,1.0,0.9985422740524781,1.0
,"generate question: [['虐熊门', '地点', '上海野生动物园'], ['上海野生动物园', '著名景点', '大熊猫'], ['大熊猫', '科', '熊科']]",虐 熊 门 的 地 点 的 著 名 景 点 属 于 什 么 科 ？,虐熊门的地点的著名景点属于什么科？,1.0,0.9990234375,1.0
,"generate question: [['排队论', '隶属', '运筹学'], ['运筹学', '相关学科', '应用数学']]",与 排 队 论 的 隶 属 相 关 的 学 科 是 什 么 ？,你知道与排队论的隶属相关的学科吗？,0.68752775993657,0.7332282110091743,0.768503937007874
,"generate question: [['石卡高级中学', '简称', '石膏'], ['石膏', '化学式', 'CaSO4·2H2O']]",石 卡 高 级 中 学 的 简 称 的 化 学 式 是 什 么 ？,你知道石卡高级中学的简称的化学式吗？,0.6004287712485592,0.6725967540574282,0.7134502923976607
,"generate question: [['图鲁瓦', '中文名', '图瓦卢'], ['图瓦卢', '主要宗教', '基督教']]",请 问 图 鲁 瓦 的 中 文 名 国 教 会 属 于 什 么 宗 派 ？,你知道图鲁瓦的中文名国教会属于什么宗派吗？,0.6913086465463161,0.740017361111111,0.8146911519198664
,"generate question: [['Shanghai Tang', '产品', '旗袍'], ['旗袍', '曾用名', '长袍']]",Shanghai Tang 的 产 品 以 前 叫 什 么 ？,你知道Shanghai Tang的产品以前叫什么吗？,0.6065306597126334,0.688058748403576,0.8299319727891156
,"generate question: [['碳化硅耐火材料', '主要成分', '碳化钙'], ['碳化钙', '熔点', '2300℃,447℃']]",你 知 道 碳 化 硅 耐 火 材 料 的 主 要 成 分 的 熔 点 吗 ？,碳化硅耐火材料的主要成分的熔点是多少摄氏度？,0.6389431042462724,0.6989795918367346,0.7000000000000001
,"generate question: [['水晶拉面', '类别', '橡皮泥'], ['橡皮泥', '种类', '银色'], ['银色', '繁体', '銀色']]",水 晶 拉 面 的 类 别 的 种 类 的 繁 体 怎 么 写 ？,水晶拉面的类别的种类的繁体怎么写？,1.0,0.9995,1.0
,"generate question: [['Production I.G', '经营范围', '日本电影'], ['日本电影', '代表作', '《罗生门》,《千与千寻》']]",Production I. G 的 经 营 范 围 的 代 表 作 有 哪 些 ？,谁能告诉我Production I.G的经营范围都有什么代表作？,3.221907062284265e-78,0.2358490566037736,0.4629981024667932
,"generate question: [['新沂', '别名', '司吾'], ['司吾', '名称由来', '以境内新开辟的新沂河命名']]",新 沂 的 别 名 的 名 称 由 来 是 什 么 ？,大家知道新沂的别名的由来吗？,0.3050975216056289,0.44592696629213474,0.4756335282651072
,"generate question: [['北京动物园两栖爬行动物馆', '馆藏精品', '巨蜥'], ['巨蜥', '亚目', '蜥蜴亚目']]",蜥 蜴 属 于 什 么 亚 目 的 ？,科莫多北京动物园两栖爬行动物馆的馆藏精品是什么亚目的？,1.3866438722948334e-78,0.24134790528233152,0.36237623762376237
,"generate question: [['九连山国家级自然保护区', '保护对象', '海南虎斑鳽'], ['海南虎斑鳽', '汉语拼音', 'hǎi nán hǔ bān yan']]",九 连 山 国 家 级 自 然 保 护 区 的 保 护 对 象 用 拼 音 怎 么 拼 ？,请问九连山国家级自然保护区的保护对象用中文拼音怎么拼？,0.6432188699036832,0.8440677966101694,0.9242424242424241
,"generate question: [['里昂大学', '主要奖项', '诺贝尔奖'], ['诺贝尔奖', '首次颁发', '1901年（辛丑年）12月10日']]",请 问 里 昂 大 学 的 主 要 奖 项 第 一 次 是 什 么 时 候 颁 布 的 ？,请问里昂大学的主要奖项第一次是什么时候颁布的？,1.0,0.9997106481481481,1.0
,"generate question: [['异界奇谈录', '作者', '西湖'], ['西湖', '湖泊长度', '3.2千米（南北）']]",异 界 奇 谈 录 的 作 者 有 多 长 ？,异界奇谈录的作者有多长？,1.0,0.9985422740524781,1.0
,"generate question: [['赵氏江山', '作者', '燕麦片'], ['燕麦片', '主要营养成分', 'beta葡聚糖,低密度脂肪蛋白,丰富的维生素,钙,磷,铁,锌,锰等矿物质,beta葡聚糖低密度脂肪蛋白丰富的维生素钙']]",赵 氏 江 山 的 作 者 的 主 要 营 养 成 分 有 哪 些 ？,赵氏江山的作者含有什么成分？,0.2984745896009823,0.4383680555555556,0.48897795591182364
,"generate question: [['料豆', '别称', '蝎子爪'], ['蝎子爪', '相关', '龙抬头'], ['龙抬头', '节日类型', '传统节日']]",料 豆 的 别 称 的 相 关 是 什 么 类 型 的 节 日 ？,料豆的别称的相关是什么类型的节日？,1.0,0.9995,1.0
,"generate question: [['王冠', '隶属', '怪物猎人'], ['怪物猎人', '游戏平台', '手机']]",王 冠 的 隶 属 可 以 在 哪 些 平 台 上 玩,有没有玩过王冠的隶属的，这个游戏都可以在哪些平台上玩,0.3838688316017484,0.5975651577503429,0.7854077253218884
,"generate question: [['再献外婆澎湖湾', '专辑歌手', '潘安邦'], ['潘安邦', '喜欢的动物', '狗'], ['狗', '亚门', '脊椎动物亚门']]",再 献 外 婆 澎 湖 湾 的 专 辑 歌 手 的 喜 欢 的 动 物 属 于 什 么 亚 门?,再献外婆澎湖湾的专辑歌手的喜欢的动物属于什么亚门?,1.0,0.9997724169321802,1.0
,"generate question: [['拒绝之力', '相关人物', '井上织姬'], ['井上织姬', '家人', '井上昊（兄,已故）双亲消息不明 ,井上昊（哥哥）']]",拒 绝 之 力 的 相 关 人 物 的 家 人 有 哪 些 ？,拒绝之力的相关人物的家人有哪些？,1.0,0.9993141289437586,1.0
,"generate question: [['长大', '歌曲原唱', '张杰'], ['张杰', '活跃年代', '2004年－至今']]",长 大 的 歌 曲 原 唱 活 跃 在 哪 个 年 代 ？,长大的歌曲原唱活跃在什么年代？,0.7071067811865475,0.864795918367347,0.875
,"generate question: [['狼的寂寞', '作者', '杨不悔'], ['杨不悔', '丈夫', '殷梨亭'], ['殷梨亭', '门派', '武当派']]",狼 的 寂 寞 的 作 者 的 丈 夫 属 于 什 么 门 派 ？,狼的寂寞的作者的丈夫属于什么门派？,1.0,0.9995,1.0
,"generate question: [['Bridal Tea House Ap Lei Chau Main Street', '周围景观', '兰桂坊'], ['兰桂坊', '车速限制', '50公里/小时']]",Bridal Tea House Ap LEi Chau Main Street 的 周 围 景 观 的 车 速 限 制 是 多 少 ？,Bridal Tea House Ap Lei Chau Main Street的周围景观的车速限制是多少？,0.8633400213704505,0.9993141289437586,0.8888888888888888
,"generate question: [['芬兰民族联合党', '主张', '政治关系'], ['政治关系', '主要特征', '这样或那样的政治利益']]",芬 兰 民 族 联 合 党 的 主 张 有 什 么 主 要 特 征 ？,我很好奇芬兰民族联合党的主张有什么主要特征？,0.7165313105737893,0.7687031761105836,0.8798076923076923
,"generate question: [['简宇', '代表作品', '映色'], ['映色', '板块', '色域'], ['色域', '名词类型', '计算机']]",简 宇 的 代 表 作 品 的 板 块 是 什 么 词 性 呢 ？,请问简宇的代表作品的板块是什么词性呢？,0.8948393168143697,0.9084673899488716,0.9564459930313588
,"generate question: [['电影传奇', '中文名', '崔永元'], ['崔永元', '爱好', '连环画']]",电 影 传 奇 的 中 文 名 喜 欢 做 什 么 ？,电影传奇的中文名喜欢做什么？,1.0,0.9985422740524781,1.0
,"generate question: [['我的心里没有他', '所属专辑', '张国荣热·情演唱会'], ['张国荣热·情演唱会', '主办机构', '耀荣娱乐有限公司']]",我 的 心 里 没 有 他 的 所 属 专 辑 的 主 办 机 构 是 什 么 ？,有人知道我的心里没有他的所属专辑的主办机构是哪个公司吗？,0.6705724672222261,0.7226823962516734,0.8197088465845465
,"generate question: [['波塞冬', '兄弟姐妹', '哈迪斯'], ['哈迪斯', '居所', '冥府']]",请 问 波 塞 冬 的 兄 弟 姐 妹 住 在 哪 里 ？,请问波塞冬的兄弟姐妹住在哪里？,1.0,0.9985422740524781,1.0
,"generate question: [['济州国际管弦乐节', '主办', '济州特别自治道'], ['济州特别自治道', '下辖地区', '济州市'], ['济州市', '市鸟', '济州白背啄木鸟']]",济 州 国 际 管 弦 乐 节 的 主 办 的 下 辖 地 区 的 市 鸟 是 什 么 ？,大家了解济州国际管弦乐节的主办的下辖地区的市鸟吗？,0.7807675336587018,0.8051360924683074,0.832764505119454
,"generate question: [['晓春村', '方言', '安徽方言'], ['安徽方言', '分类', '徽语'], ['徽语', '语言代码', 'ISO639-1 zhi']]",晓 春 村 的 方 言 的 分 类 的 语 言 代 码 是 什 么 ？,请问晓春村的方言的分类的语言代码是什么？,0.9048374180359595,0.9169724770642201,0.9606299212598426
,"generate question: [['Eyeshield', '中文名', '小早川濑那'], ['小早川濑那', '配音', '入野自由'], ['入野自由', '出道时间', '1992年（演员）,1995年（声优）']]",Eyeshield 的 中 文 名 的 配 音 是 什 么 时 候 出 道 的 ？,你记得Eyeshield的中文名的配音是什么时候出道的吗？,0.7408182206817179,0.7870078740157481,0.8905109489051095
,"generate question: [['炼狱救赎', '制片地区', '浙江'], ['浙江', '历史名人', '金庸']]",炼 狱 救 赎 的 制 片 地 区 有 哪 些 历 史 名 人 ？,你知道炼狱救赎的制片地区有哪些历史名人吗？,0.6872892787909722,0.7469334112149533,0.866785079928952
,"generate question: [['v脸社长', '类型', '吐槽'], ['吐槽', '基本解释', '对话语,事物等予以犀利的批评']]",v 脸 社 长 的 类 型 的 基 本 含 义 是 什 么 ？,你能解释一下v脸社长的类型的基本含义吗？,0.6221008431290531,0.6773040254237288,0.7393939393939394
,"generate question: [['LOVEPLUS-Manaka-Days', '外文名', 'love plus'], ['love plus', '主要角色', '宁宁']]",我 想 知 道 lovePLUS - MANaka - Days 的 外 文 名 的 主 要 觉 得 是 谁 ？,你知道LOVEPLUS-Manaka-Days的外文名的主演是谁吗？,0.2620251007173262,0.7150900900900901,0.603960396039604
,"generate question: [['奔波尔霸', '原版名称', '风暴英雄'], ['风暴英雄', '收费模式', '道具收费']]",奔 波 尔 霸 的 原 版 名 称 是 怎 样 收 费 的 ？,奔波尔霸的原版名称是怎样收费的？,1.0,0.9993141289437586,1.0
,"generate question: [['飞碟飞向未来1993上海演唱会实况特辑', '专辑歌手', '吴奇隆'], ['吴奇隆', '特长', '吉他,钢琴,鼓,DJ打碟,口琴']]",飞 碟 飞 向 未 来 1993 上 海 演 唱 会 实 况 特 辑 的 专 辑 歌 手 有 哪 些 特 长 ？,飞碟飞向未来1993上海演唱会实况特辑的专辑歌手会什么乐器？,0.7760114635728617,0.7997685185185187,0.8
,"generate question: [['郑漂正能量', '代表作品', '郑漂论坛'], ['郑漂论坛', '持有者', '郑漂论坛股东大会']]",谁 持 有 着 郑 漂 正 能 量 的 代 表 作 品 ？,谁持有着郑漂正能量的代表作品？,1.0,0.9990234375,1.0
,"generate question: [['烟雨江南', '代表作品', '狩魔手记'], ['狩魔手记', '小说字数', '2173198']]",烟 雨 江 南 的 代 表 作 品 共 有 多 少 字 ？,请问烟雨江南的代表作品共有多少个字？,0.631914561891573,0.7861781076066792,0.8951781970649895
,"generate question: [['甘肃华泰天润贸易有限公司', '经营范围', '百合'], ['百合', '功效', '养阴清热']]",甘 肃 华 泰 天 润 贸 易 有 限 公 司 的 经 营 范 围 有 什 么 功 效 ？,有人知道甘肃华泰天润贸易有限公司的经营范围有什么功效吗？,0.7408182206817179,0.7870078740157481,0.8905109489051095
,"generate question: [['太乙', '别称', '太乙真人'], ['太乙真人', '教派', '阐教（昆仑玉虚宫）']]",太 乙 的 别 称 的 教 派 是 什 么 ？,你知道太乙的别称的教派吗？,0.5329462628216854,0.6303797468354431,0.6747787610619468
,"generate question: [['光山县辰龙茶叶有限公司', '总部地点', '光山县'], ['光山县', '别名', '光州'], ['光州', '市花', '潢川金桂']]",请 问 光 山 县 辰 龙 茶 叶 有 限 公 司 的 总 部 地 点 的 别 名 的 市 花 是 什 么 啊 ？,请问光山县辰龙茶叶有限公司的总部地点的别名的市花是什么啊？,1.0,0.9998518518518519,1.0
,"generate question: [['雅砻江冬麻豆', '属', '冬麻豆属'], ['冬麻豆属', '引种状况', '非引种']]",雅 砻 江 冬 麻 豆 的 属 属 于 引 种 吗 ？,谁知道雅砻江冬麻豆的属是不是从外部引入的？,0.31356006812336346,0.38448275862068976,0.5187074829931972
,"generate question: [['中国银行山东省分行', '性质', '中国银行'], ['中国银行', '公司名称', '中国银行']]",中 国 银 行 山 东 省 分 行 的 性 质 的 公 司 名 称 是 什 么 ？,谁知道中国银行山东省分行的性质100周年纪念钞是由哪个单位发行的？,0.23450008106203593,0.4366551815531407,0.48157894736842105
,"generate question: [['长寿冠', '属', '海棠'], ['海棠', '亚科', '苹果亚科']]",长 寿 冠 的 属 属 于 亚 科 的 哪 一 种 ？,植物大神们，长寿冠的属是属于哪个亚科的,0.2643240821037295,0.5747427175998604,0.6842948717948718
,"generate question: [['super bass', '所属专辑', 'Pink Friday'], ['Pink Friday', '专辑歌手', '妮琪·米娜'], ['妮琪·米娜', '音乐类型', 'Dance-pop']]",Super bass 的 所 属 专 辑 的 专 辑 歌 手 创 作 什 么 类 型 的 音 乐 ？,super bass的所属专辑的专辑歌手创作什么类型的音乐？,0.9036020036098448,0.9997106481481481,0.9166666666666665
,"generate question: [['绸布', '应用', '旗袍'], ['旗袍', '曾用名', '长袍']]",绸 布 的 应 用 以 前 叫 什 么 ？,你知道绸布的应用以前叫什么吗？,0.6065306597126334,0.688058748403576,0.8299319727891156
,"generate question: [['蓝色警报', '主演', '宋慧乔'], ['宋慧乔', '特长', '溜冰（曾是国家花滑队员）']]",蓝 色 警 报 的 主 演 有 哪 些 特 长 ？,有谁知道蓝色警报的主演有哪些特长吗？,0.5647181220077593,0.6594147092799383,0.8102466793168881
,"generate question: [['东厂、西厂', '中文名', '西厂'], ['西厂', '成立日期', '成化十三年（1477年）']]",东 厂 、 西 厂 的 中 文 名 是 什 么 时 候 开 始 有 的 ？,东厂、西厂的中文名是哪年成立的？,0.4111336169005197,0.647130647130647,0.6256410256410255
,"generate question: [['新潟天鹅足球俱乐部', '知名人物', '酒井高德'], ['酒井高德', '场上位置', '中场']]",新 潟 天 鹅 足 球 俱 乐 部 的 知 名 人 物 在 场 上 的 位 置 是 什 么 ？,新潟天鹅足球俱乐部的知名人物在场上负责什么位置？,0.708339753228812,0.8828986429177269,0.8094089264173704
,"generate question: [['大众汽车', '经营范围', '汽车'], ['汽车', '学名', '汽车']]",大 众 汽 车 的 经 营 范 围 空 调 电 磁 离 合 器 是 装 在 哪 儿 的 ？,谁知道大众汽车的经营范围空调电磁离合器是装在哪儿的？,0.8337529180751805,0.8590521694214875,0.9306518723994452
,"generate question: [['YURI', '登场作品', '使命召唤：现代战争3'], ['使命召唤：现代战争3', '所属系列', '现代战争']]",YURI 的 登 场 作 品 属 于 什 么 系 列 ？,YURI的登场作品属于什么系列？,1.0,0.9985422740524781,1.0
,"generate question: [['波斯尼亚和黑塞哥维那国庆日', '流行地区', '波斯尼亚和黑塞哥维那'], ['波斯尼亚和黑塞哥维那', '政治体制', '直接民主共和制']]",请 问 波 斯 尼 亚 和 黑 塞 哥 维 那 国 庆 日 的 流 行 地 区 的 政 治 体 制 是 什 么 样 的 ？,请问波斯尼亚和黑塞哥维那国庆日的流行地区的政治体制是什么样的？,1.0,0.9997724169321802,1.0
